matrix_size,threads,time_seconds
256,1,0.057920
256,2,0.029548
256,4,0.018871
256,8,0.020651
256,16,0.025467
512,1,0.460571
512,2,0.247608
512,4,0.160441
512,8,0.109400
512,16,0.111717
1024,1,3.503634
1024,2,2.174588
1024,4,1.140964
1024,8,0.995871
1024,16,1.085037
2048,1,26.318296
2048,2,17.784784
2048,4,9.812425
2048,8,8.496162
2048,16,8.696484
