matrix_size,threads,time_seconds
256,1,0.004153
256,2,0.001402
256,4,0.001549
256,8,0.002087
256,16,0.003023
512,1,0.003832
512,2,0.002753
512,4,0.002422
512,8,0.003048
512,16,0.004077
1024,1,0.014836
1024,2,0.007593
1024,4,0.005783
1024,8,0.006470
1024,16,0.011244
2048,1,0.082081
2048,2,0.042593
2048,4,0.040420
2048,8,0.026598
2048,16,0.040920
