matrix_size,threads,time_seconds
256,1,0.000969
256,2,0.000714
256,4,0.000712
256,8,0.001156
256,12,0.001608
512,1,0.002757
512,2,0.001362
512,4,0.001232
512,8,0.001387
512,12,0.001578
1024,1,0.008038
1024,2,0.005486
1024,4,0.003376
1024,8,0.002416
1024,12,0.002975
2048,1,0.018598
2048,2,0.016523
2048,4,0.008715
2048,8,0.008196
2048,12,0.006715
